id,r_si,r_gu,r_name,r_address
1,서울특별시,강동구,연풍민락,서울특별시 강동구 천호대로157길18
2,서울특별시,강동구,분홍다이닝,서울특별시 강동구 천호대로157길18
3,서울특별시,강동구,부타,서울특별시 강동구 천호대로 155길11
4,서울특별시,강동구,태능숯불갈비,서울특별시 강동구 올림픽로 812
5,서울특별시,강동구,자화성맛집코다리네명일점,서울특별시 강동구 양재대로147길8
6,서울특별시,강동구,자화성맛집코다리네,서울특별시 강동구 양재대로1500-7
7,서울특별시,강동구,우양우,서울특별시 강동구 천호옛14길36
8,서울특별시,강동구,암사고바우집,서울특별시 강동구 올림픽로 812
9,서울특별시,강동구,순남시래기,서울특별시 강동구 천호대로197길84 
10,서울특별시,강동구,방이샤브샤브칼국수,서울특별시 강동구 올림픽로 804
11,서울특별시,강동구,강천민물장어,서울특별시 강동구 고덕로 52
12,서울특별시,강동구,한솔냉면,서울특별시 강동구 천호대로1005
13,서울특별시,강동구,장터순대국감자탕,서울특별시 강동구 성내로6길20
14,서울특별시,강동구,본가스시,서울특별시 강동구 천호대로1005
15,서울특별시,강동구,마드레,서울특별시 강동구 동남로710
16,서울특별시,강동구,꼬꼬c참숯불갈비,서울특별시 강동구 구천면로248
17,서울특별시,강동구,화포식당고덕점,서울특별시 강동구 동남로73길26
18,서울특별시,강동구,청진생등심,서울특별시 강동구 올림픽로78길 15-5
19,서울특별시,강동구,옛날불고기,서울특별시 강동구 상암로12길 4
20,서울특별시,강동구,암사족발,서울특별시 강동구 상암로 28
21,서울특별시,강동구,버섯잔치집,서울특별시 강동구 성내로 52 
22,서울특별시,강동구,마곡닭한마리강동직역점,서울특별시 강동구 성내로5길29
23,서울특별시,강동구,그램그램(둔촌역점),서울특별시 강동구 풍성로 204
24,서울특별시,강동구,황제짬뽕,서울특별시 강동구 성내로6길14-11 
25,서울특별시,강동구,청년다방,서울특별시 강동구 성내로 66
26,서울특별시,강동구,장원삼계탕,서울특별시 강동구 성안로3길 116
27,서울특별시,강동구,순정키친,서울특별시 강동구 천호대로 1089 
28,서울특별시,강동구,전주가,서울특별시 강동구 성내로8길 9-20
29,서울특별시,강동구,어전,서울특별시 강동구 성안로3길 112-5
30,서울특별시,강동구,청해수사,서울특별시 강동구 성내동 553-14
31,서울특별시,강동구,고석정,서울특별시 강동구 성내로 8-14
32,서울특별시,강동구,백제추어탕,서울특별시 강동구 양재대로 1406
33,서울특별시,강동구,농협안심한우마을,서울특별시 강동구 양재대로 1422
34,서울특별시,강동구,산장가든,서울특별시 강동구 동남로49길 26
35,서울특별시,강동구,육대장강동성심병원점,서울특별시 강동구 성안로 158
36,서울특별시,강동구,완도바다,서울특별시 강동구 성안로 182
37,서울특별시,강동구,천호점로니로티,서울특별시 강동구 천호대로 1027
38,서울특별시,강동구,서울진우동덮밥,서울특별시 강동구 성내동 539
39,서울특별시,강동구,한우촌돼지마을&간장게장,서울특별시 강동구 양재대로 1534 
40,서울특별시,강동구,송가네,서울특별시 강동구 동남로75길 13 
41,서울특별시,강동구,닐리비스트로,서울특별시 강동구 동남로73길 31
42,서울특별시,강동구,김선장횟집,서울특별시 올림픽로98길 49 
43,서울특별시,강동구,아름다운제주돈,서울특별시 강동구 고덕로38길 39
44,서울특별시,강동구,"원할머니보쌈,족발&박가부대암사점",서울특별시 올림픽로 814 
45,서울특별시,강동구,카레식당이토야본점,서울특별시 올림픽로 821
46,서울특별시,강동구,소쿡한마리정육식당,서울특별시 강동구 상암로 32
47,서울특별시,강동구,선사복집,서울특별시 올림픽로 811 
48,서울특별시,강동구,드딜라이트,서울특별시 암사동 441번지 
49,서울특별시,강동구,황토추어탕,서울특별시 강동구 성안로 7-12 
50,서울특별시,강동구,황도바지락칼국수,서울특별시 강동구 천호대로 1256 
51,서울특별시,강동구,해안반점,서울특별시 강동구 고덕로10길 48
52,서울특별시,강동구,할머니 추어탕,서울특별시 강동구 구천면로 516 
53,서울특별시,강동구,한결가튼 닭갈비,서울특별시 강동구 천호대로177길 55 
54,서울특별시,강동구,파스타130,서울특별시 강동구 강동대로 53길22 
55,서울특별시,강동구,토속한방삼계탕,서울특별시 강동구 천호대로 1152
56,서울특별시,강동구,큰마루,서울특별시 강동구 동남로73길 23
57,서울특별시,강동구,춘향골남원추어탕,서울특별시 강동구 양재대로111길 16
58,서울특별시,강동구,채선당(둔촌점),서울특별시 강동구 천호대로 1200
59,서울특별시,강동구,채선당,서울특별시 강동구 천호대로 1200
60,서울특별시,강동구,참치애난,서울특별시 강동구 천호옛14길 32 
61,서울특별시,강동구,차오차오,서울특별시 강동구 아리수로 423
62,서울특별시,강동구,지호한방삼계탕,서울특별시 강동구 올림픽로 813 
63,서울특별시,강동구,인기명,서울특별시 강동구 상일로 6길39 
64,서울특별시,강동구,웅골,서울특별시 강동구 강동대로53길 18
65,서울특별시,강동구,우리김밥,서울특별시 강동구 명일로 144
66,서울특별시,강동구,온돌더프라임,서울특별시 강동구 천호대로 1077 
67,서울특별시,강동구,오마뎅고덕강일2지구,서울특별시 강동구 아리수로93나길50 
68,서울특별시,강동구,오륜정,서울특별시 강동구 성내로6길 32 
69,서울특별시,강동구,옛날손짜장,서울특별시 강동구 구천면로 436 
70,서울특별시,강동구,영광굴비식당,서울특별시 강동구 성내동 550-7
71,서울특별시,강동구,양자강,서울특별시 강동구 상암로49길 8 
72,서울특별시,강동구,씨제이푸드빌(주)빕스올림픽점,서울특별시 강동구 강동대로 143-8
73,서울특별시,강동구,쌈촌명일점,서울특별시 강동구 동남로75길 13
74,서울특별시,강동구,신라삼계탕,서울특별시 강동구 성내동 556
75,서울특별시,강동구,신가네해물닭갈비,서울특별시 강동구 올림픽로 70길35
76,서울특별시,강동구,시집,서울특별시 강동구 천호대로 158길 15-8
77,서울특별시,강동구,수유리우동집,서울특별시 강동구 양재대로 1448 
78,서울특별시,강동구,서울면옥,서울특별시 강동구 동남로75길 13-7 
79,서울특별시,강동구,산수고원,서울특별시 강동구 동남로 588
80,서울특별시,강동구,보성갈비,서울특별시 양재대로89가길 14
81,서울특별시,강동구,보릿골강동점,서울특별시 강동구 동남로 708
82,서울특별시,강동구,방가네 남원추어탕,서울특별시 강동구 올림픽로 690 
83,서울특별시,강동구,밥먹자돈먹자,서울특별시 강동구 천중로 196
84,서울특별시,강동구,묵호,서울특별시 강동구 천호옛길 40 
85,서울특별시,강동구,목포쭈꾸미삼겹살,서울특별시 강동구 암사동 479-13 
86,서울특별시,강동구,명일식당,서울특별시 강동구 양재대로143길9 
87,서울특별시,강동구,명동찌개마을,서울특별시 강동구 성내동 464-4
88,서울특별시,강동구,마실,서울특별시 강동구 동남로73길 31
89,서울특별시,강동구,리끼다,서울특별시 강동구 천호대로 168가길 64 
90,서울특별시,강동구,라그릴리아천호점,서울특별시 강동구 천호대로 1005 
91,서울특별시,강동구,등촌동샤브샤브칼국수,서울특별시 강동구 양재대로 1665
92,서울특별시,강동구,동촌수끼샤브칼국수,서울특별시 강동구 명일로 106-12 
93,서울특별시,강동구,돌판구이 또박이,서울특별시 강동구 구천면로 17길32 
94,서울특별시,강동구,도원스타일천호점,서울특별시 강동구 천호대로 1005
95,서울특별시,강동구,더두툼생고기,서울특별시 강동구 구천면로 666
96,서울특별시,강동구,대관령 두부마을,서울특별시 강동구 성안로3길 99 
97,서울특별시,강동구,농부의 꿈,서울특별시 강동구 상일로 33 
98,서울특별시,강동구,놀부부대찌개 고덕역점,서울특별시 강동구 동남로75길 13-21 
99,서울특별시,강동구,낙지전문점무교동홍낙,서울특별시 강동구 강동대로 189
100,서울특별시,강동구,나주관,서울특별시 강동구 강동대로53길 31 
101,서울특별시,강동구,꿀꿀진순대국,서울특별시 강동구 양재대로 103길70
102,서울특별시,강동구,길조,서울특별시 강동구 천호대로 1173
103,서울특별시,강동구,긴자,서울특별시 강동구 강동대로 223
104,서울특별시,강동구,고덕가든,서울특별시 강동구 아리수로 181-19
105,서울특별시,강동구,갯마루,서울특별시 강동구 양재대로103길 38
106,서울특별시,강동구,개삼터 오리전문점,서울특별시 강동구 양재대로124길 35 
107,서울특별시,강동구,강앤치킨,서울특별시 강동구 상일로 6길39 
108,서울특별시,강동구,강동일식,서울특별시 강동구 동남로73길 17
109,서울특별시,강동구,강동반상,서울특별시 강동구 상일로 6길39 
110,서울특별시,강동구,강돈,서울특별시 강동구 상일로 6길39
111,서울특별시,강동구,3692숯불바베큐전문점,서울특별시 강동구 강동대로 177
112,서울특별시,강동구,1등 돼지숯불갈비,서울특별시 강동구 상암로12길 9
113,서울특별시,강서구,화로구이,서울특별시 강서구 강서로 374
114,서울특별시,강서구,홍린,서울특별시 강서구 우장산로15길 25
115,서울특별시,강서구,현대옥서울강서점,서울특별시 강서구 화곡로 346
116,서울특별시,강서구,한우정,서울특별시 강서구 공항대로 195
117,서울특별시,강서구,한우리김포점,서울특별시 강서구 하늘길 38
118,서울특별시,강서구,한옥마을전주비빔밥강서점,서울특별시 강서구 화곡로 398
119,서울특별시,강서구,하남돼지집발산점,서울특별시 강서구 강서로54길 49
120,서울특별시,강서구,풍천황토민물장어,서울특별시 강서구 양천로 410
121,서울특별시,강서구,푸주도가니,서울특별시 강서구 까치산로 183
122,서울특별시,강서구,푸드엠파이어이대서울병원청진동순두부,서울특별시 강서구 공항대로 260
123,서울특별시,강서구,푸드엠파이어이대서울병원불고기명가,서울특별시 강서구 공항대로 260
124,서울특별시,강서구,푸드엠파이어이대서울병원남산왕돈가스,서울특별시 강서구 공항대로 260
125,서울특별시,강서구,페이페이롯데몰김포공항점,서울특별시 강서구 하늘길 38
126,서울특별시,강서구,팔도미락,서울특별시 강서구 우장산로 123
127,서울특별시,강서구,토끼정마곡점,서울특별시 강서구 마곡동로 55
128,서울특별시,강서구,토끼정롯데몰김포공항점,서울특별시 강서구 하늘길 38
129,서울특별시,강서구,태풍참치,서울특별시 강서구 공항대로 261
130,서울특별시,강서구,코코이찌방야롯데몰김포공항점,서울특별시 강서구 하늘길 38
131,서울특별시,강서구,캘리포니아피자키친김포공항점,서울특별시 강서구 하늘길 38
132,서울특별시,강서구,캐슬테라스(CastleTerrace),서울특별시 강서구 방화대로 94
133,서울특별시,강서구,카리브,서울특별시 강서구 공항대로 271
134,서울특별시,강서구,취락한방능이백숙,서울특별시 강서구 화곡로53길 7-8
135,서울특별시,강서구,춘천전통69닭갈비,서울특별시 강서구 송정로 64
136,서울특별시,강서구,촌장골,서울특별시 강서구 양천로 59
137,서울특별시,강서구,초애삼계탕마곡점,서울특별시 강서구 공항대로 205
138,서울특별시,강서구,청산별곡,서울특별시 강서구 공항대로 290
139,서울특별시,강서구,채선당월남쌈샤브(마곡점),서울특별시 강서구 마곡동로 56
140,서울특별시,강서구,채선당,서울특별시 강서구 양천로 28
141,서울특별시,강서구,참치왕양승호,서울특별시 강서구 마곡동로4길 15
142,서울특별시,강서구,차이(Chai)797김포롯데몰점,서울특별시 강서구 하늘길 38
143,서울특별시,강서구,지호한방삼계탕,서울특별시 강서구 등촌로 69
144,서울특별시,강서구,죽이야기,서울특별시 강서구 강서로47가길 6
145,서울특별시,강서구,주식회사한우1번지,서울특별시 강서구 양천로 564
146,서울특별시,강서구,주식회사명가원설농탕,서울특별시 강서구 강서로 195
147,서울특별시,강서구,㈜동궁마곡점,서울특별시 강서구 마곡중앙6로 21
148,서울특별시,강서구,주)캘리스코사보텐롯데몰김포공항점,서울특별시 강서구 하늘길 38
149,서울특별시,강서구,조선갈비,서울특별시 강서구 공항대로 341
150,서울특별시,강서구,자연별곡NC강서점,서울특별시 강서구 강서로56길 17
151,서울특별시,강서구,자연과함께한칼국수,서울특별시 강서구 강서로34길 18
152,서울특별시,강서구,자매나주곰탕,서울특별시 강서구 마곡중앙6로 40
153,서울특별시,강서구,임진강민물장어,서울특별시 강서구 양천로 723
154,서울특별시,강서구,익스퍼2(EXPER2),서울특별시 강서구 마곡서로 152
155,서울특별시,강서구,이차돌발산역점,서울특별시 강서구 마곡중앙6로 66
156,서울특별시,강서구,"이원(李園,LeeWon)",서울특별시 강서구 방화대로 94
157,서울특별시,강서구,원당감자탕,서울특별시 강서구 공항대로41길 34
158,서울특별시,강서구,우학면옥,서울특별시 강서구 공항대로 261
159,서울특별시,강서구,우리마을셀프장어네,서울특별시 강서구 곰달래로 254
160,서울특별시,강서구,"온라이프다이닝NC강서점(이루면옥,테루,아시아문)",서울특별시 강서구 강서로56길 17
161,서울특별시,강서구,온더보더롯데몰김포공항점,서울특별시 강서구 하늘길 38
162,서울특별시,강서구,오백년장어등촌점,서울특별시 강서구 공항대로 367
163,서울특별시,강서구,어촌,서울특별시 강서구 까치산로 64
164,서울특별시,강서구,어다리횟집발산점,서울특별시 강서구 강서로54길 14
165,서울특별시,강서구,양촌리,서울특별시 강서구 화곡로 109
166,서울특별시,강서구,애슐리퀸즈롯데백화점김포공항점,서울특별시 강서구 하늘길 38
167,서울특별시,강서구,애슐리퀸즈NC강서점,서울특별시 강서구 강서로56길 17
168,서울특별시,강서구,아웃백스테이크하우스공항점,서울특별시 강서구 마곡중앙6로 16
169,서울특별시,강서구,아그라,서울특별시 강서구 하늘길 38
170,서울특별시,강서구,씨제이푸드빌(주)빕스등촌점,서울특별시 강서구 공항대로 311
171,서울특별시,강서구,쌈촌방화역점,서울특별시 강서구 방화대로47가길 7
172,서울특별시,강서구,신의주순대와쭈꾸미,서울특별시 강서구 화곡로68길 47
173,서울특별시,강서구,신안갯벌세발낙지,서울특별시 강서구 우장산로15길 3
174,서울특별시,강서구,신고집해물찜,서울특별시 강서구 강서로 188
175,서울특별시,강서구,숙성한돈,서울특별시 강서구 공항대로 290
176,서울특별시,강서구,수라한우,서울특별시 강서구 양천로 364
177,서울특별시,강서구,송화명가,서울특별시 강서구 강서로45나길 47
178,서울특별시,강서구,송추가마골롯데몰김포공항지점,서울특별시 강서구 하늘길 38
179,서울특별시,강서구,속초붉은대게,서울특별시 강서구 화곡로60길 22
180,서울특별시,강서구,설악추어탕,서울특별시 강서구 금낭화로 105
181,서울특별시,강서구,서가앤쿡마곡점,서울특별시 강서구 마곡동로 55
182,서울특별시,강서구,샤브미강서점,서울특별시 강서구 화곡로 398
183,서울특별시,강서구,생어거스틴김포공항점,서울특별시 강서구 하늘길 38
184,서울특별시,강서구,삿뽀로등촌점(주)엔타스,서울특별시 강서구 공항대로 347
185,서울특별시,강서구,사이드쇼,서울특별시 강서구 하늘길 38
186,서울특별시,강서구,불곰,서울특별시 강서구 마곡중앙6로 16
187,서울특별시,강서구,봉추찜닭김포공항점,서울특별시 강서구 하늘길 38
188,서울특별시,강서구,봉래헌(蓬萊軒),서울특별시 강서구 방화대로 94
189,서울특별시,강서구,본죽강서보건소점,서울특별시 강서구 공항대로 553
190,서울특별시,강서구,본설우장산역점,서울특별시 강서구 강서로 259
191,서울특별시,강서구,본가왕뼈감자탕,서울특별시 강서구 곰달래로 215-1
192,서울특별시,강서구,보타닉파크웨딩,서울특별시 강서구 마곡중앙5로 6
193,서울특별시,강서구,베이징화곡본점,서울특별시 강서구 화곡로 118
194,서울특별시,강서구,베뉴지,서울특별시 강서구 강서로 388
195,서울특별시,강서구,백제원등촌점,서울특별시 강서구 공항대로 367
196,서울특별시,강서구,방화초록동원칼국수,서울특별시 강서구 금낭화로 108
197,서울특별시,강서구,발산역맛찬들왕소금구이,서울특별시 강서구 강서로 375-7
198,서울특별시,강서구,발산삼계탕,서울특별시 강서구 강서로 344
199,서울특별시,강서구,박가부대홈플러스강서점,서울특별시 강서구 화곡로 398
200,서울특별시,강서구,밀방떡,서울특별시 강서구 공항대로 261
201,서울특별시,강서구,미스터피자발산점,서울특별시 강서구 강서로 281
202,서울특별시,강서구,무교동참낙지,서울특별시 강서구 마곡중앙6로 85
203,서울특별시,강서구,명태어장,서울특별시 강서구 우장산로 121
204,서울특별시,강서구,명량,서울특별시 강서구 양천로 401
205,서울특별시,강서구,명동가츠라,서울특별시 강서구 하늘길 38
206,서울특별시,강서구,명돈가참숯갈비,서울특별시 강서구 양천로 410
207,서울특별시,강서구,명가원설농탕,서울특별시 강서구 화곡로 283
208,서울특별시,강서구,메이탄,서울특별시 강서구 강서로 242
209,서울특별시,강서구,맹순이꽃게아구전문점,서울특별시 강서구 공항대로 272
210,서울특별시,강서구,망향비빔국수,서울특별시 강서구 양천로 720
211,서울특별시,강서구,맛남굼터,서울특별시 강서구 강서로45가길 10
212,서울특별시,강서구,마실,서울특별시 강서구 공항대로 290
213,서울특별시,강서구,마산아구찜,서울특별시 강서구 금낭화로 135
214,서울특별시,강서구,리미니이마트가양점,서울특별시 강서구 양천로 559
215,서울특별시,강서구,라페스타(LAFESTA),서울특별시 강서구 방화대로 94
216,서울특별시,강서구,등촌샤브칼국수,서울특별시 강서구 강서로56가길 65
217,서울특별시,강서구,돌쇠감자탕순대국,서울특별시 강서구 공항대로65길 1-5
218,서울특별시,강서구,돈구이소정육식당,서울특별시 강서구 곰달래로 201
219,서울특별시,강서구,도쿄하나등촌점,서울특별시 강서구 공항대로 367
220,서울특별시,강서구,도일처,서울특별시 강서구 개화동로 567
221,서울특별시,강서구,더존한우,서울특별시 강서구 하늘길 233
222,서울특별시,강서구,대박감자탕,서울특별시 강서구 곰달래로 255
223,서울특별시,강서구,대게나라발산점,서울특별시 강서구 공항대로 290
224,서울특별시,강서구,대가원,서울특별시 강서구 공항대로 209
225,서울특별시,강서구,다도해,서울특별시 강서구 마곡동로 62
226,서울특별시,강서구,능라도,서울특별시 강서구 마곡동로 56
227,서울특별시,강서구,눈꽃한우,서울특별시 강서구 공항대로 290
228,서울특별시,강서구,남다른감자탕,서울특별시 강서구 금낭화로 29
229,서울특별시,강서구,낙원(樂源),서울특별시 강서구 방화대로 94
230,서울특별시,강서구,꽃마름샤브신방화역점(스시&샐러드),서울특별시 강서구 마곡중앙5로 81
231,서울특별시,강서구,꼼떼(Commtte),서울특별시 강서구 마곡중앙로 161-11
232,서울특별시,강서구,궁중추어탕,서울특별시 강서구 개화동로 565
233,서울특별시,강서구,국민전통갈비미소그릴,서울특별시 강서구 우장산로 119
234,서울특별시,강서구,교동짬뽕강서구청점,서울특별시 강서구 화곡로 320
235,서울특별시,강서구,공항컨벤션웨딩,서울특별시 강서구 강서로 357
236,서울특별시,강서구,고향맛집,서울특별시 강서구 공항대로44길 50
237,서울특별시,강서구,갯마을식당,서울특별시 강서구 양천로 362
238,서울특별시,강서구,강서분식센타,서울특별시 강서구 공항대로36길 129
239,서울특별시,강서구,강서복집,서울특별시 강서구 공항대로59길 8
240,서울특별시,강서구,강남면옥마곡점,서울특별시 강서구 마곡동로 55
241,서울특별시,강서구,감사한양마곡점,서울특별시 강서구 마곡동로4길 23
242,서울특별시,강서구,가든키친(GardenKitchen),서울특별시 강서구 마곡중앙12로 10
243,서울특별시,강서구,T.G.I.F김포공항점,서울특별시 강서구 하늘길 38
244,서울특별시,강서구,(주)이춘복참치발산역점,서울특별시 강서구 공항대로 287
245,서울특별시,강서구,(주)엠에프지코리아매드포갈릭발산점,서울특별시 강서구 공항대로 300
246,서울특별시,강서구,(주)더벨즈,서울특별시 강서구 양천로60길 19
247,서울특별시,강서구,(주)닥터로빈,서울특별시 강서구 공항대로 396
248,서울특별시,강서구,(주)금고깃집마곡본점,서울특별시 강서구 마곡동로 61
249,서울특별시,관악구,황제갈비,서울특별시 관악구 남부순환로 1644
250,서울특별시,관악구,화로숯불구이돈마을,서울특별시 관악구 장군봉1길 49 
251,서울특별시,관악구,화로구이,서울특별시 관악구 남부순환로 1453
252,서울특별시,관악구,해태식당,서울특별시 관악구 청룡1길 33 
253,서울특별시,관악구,해담촌,서울특별시 관악구 신림로 300 
254,서울특별시,관악구,할매보쌈,서울특별시 관악구 신림로 351 
255,서울특별시,관악구,한남식당,서울특별시 관악구 관천로 57-1
256,서울특별시,관악구,한근한방삼계탕,서울특별시 관악구 봉천로 396 
257,서울특별시,관악구,한고을해물칼국수,서울특별시 관악구 난곡로 100 
258,서울특별시,관악구,하노이별,서울특별시 관악구 신림로11길 18
259,서울특별시,관악구,풍무양꼬치,서울특별시 관악구 시흥대로 572 
260,서울특별시,관악구,풍년집,서울특별시 관악구 난곡로 232 
261,서울특별시,관악구,풍년오리,서울특별시 관악구 관악로15길 9
262,서울특별시,관악구,표태룡의우성각,서울특별시 관악구 관악로 268 
263,서울특별시,관악구,통통갈비집,서울특별시 관악구 신림로65길 16 
264,서울특별시,관악구,태능숯불갈비,서울특별시 관악구 봉천로7길 30 
265,서울특별시,관악구,탐나종합어시장(난곡사거리점),서울특별시 관악구 남부순환로 1481 
266,서울특별시,관악구,탐나종합어시장(구로디지털역점),서울특별시 관악구 조원로 7 
267,서울특별시,관악구,타이펑,서울특별시 관악구 관악로24길 61
268,서울특별시,관악구,킷사서울,서울특별시 관악구 남부순환로226길 31
269,서울특별시,관악구,큰맘원조할매순대국,서울특별시 관악구 봉천로 594 
270,서울특별시,관악구,크라운호프(신림녹두점),서울특별시 관악구 호암로24길 37 
271,서울특별시,관악구,코바코(신림점),서울특별시 관악구 남부순환로 1631 
272,서울특별시,관악구,코바코(서울대점),서울특별시 관악구 신림로 73
273,서울특별시,관악구,코다리명가,서울특별시 관악구 시흥대로 552-1 
274,서울특별시,관악구,춘천날으는닭갈비,서울특별시 관악구 조원로 4 
275,서울특별시,관악구,초대,서울특별시 관악구 남부순환로 2082-37
276,서울특별시,관악구,청호,서울특별시 관악구 서림길 24 
277,서울특별시,관악구,청진동해장국,서울특별시 관악구 관악로 105 
278,서울특별시,관악구,청국장과보리밥,서울특별시 관악구 관악로24길 80 
279,서울특별시,관악구,창화당,서울특별시 관악구 봉천로 209 
280,서울특별시,관악구,진우리참치(주),서울특별시 관악구 봉천로 473 
281,서울특별시,관악구,진우리참치,서울특별시 관악구 봉천로 472 
282,서울특별시,관악구,죽이야기(관악신림역점),서울특별시 관악구 신림로 362 
283,서울특별시,관악구,㈜신세계푸드서울대학교교수식당소담마루,서울특별시 관악구 관악로 1 
284,서울특별시,관악구,㈜대교디엔에스대교타워점,서울특별시 관악구 보라매로3길 23
285,서울특별시,관악구,족팔려,서울특별시 관악구 남현3길 75 
286,서울특별시,관악구,조개천하,서울특별시 관악구 신원로 39 
287,서울특별시,관악구,정수사(鄭壽司),서울특별시 관악구 관악로 263
288,서울특별시,관악구,정박사정육식당,서울특별시 관악구 쑥고개로 2 
289,서울특별시,관악구,정박사정육식당,서울특별시 관악구 관악로14길 15
290,서울특별시,관악구,정가,서울특별시 관악구 남부순환로 1710 
291,서울특별시,관악구,전주현대옥신림역점,서울특별시 관악구 신림로65길 12 
292,서울특별시,관악구,장항복아구전문,서울특별시 관악구 봉천로 186 
293,서울특별시,관악구,장수촌,서울특별시 관악구 남부순환로 2082-37 
294,서울특별시,관악구,장수우렁불백,서울특별시 관악구 관악로 148 
295,서울특별시,관악구,일구칠구매운탕,서울특별시 관악구 신림로26길 5
296,서울특별시,관악구,일구칠구매운탕,서울특별시 관악구 난곡로 329 
297,서울특별시,관악구,이차돌서울대입구역점,서울특별시 관악구 봉천로 471-1 
298,서울특별시,관악구,이금옥샤브샤브칼국수,서울특별시 관악구 관악로 132 
299,서울특별시,관악구,은행골서울대입구역점,서울특별시 관악구 관악로 174 
300,서울특별시,관악구,위탑에프앤비,서울특별시 관악구 신림로 340 
301,서울특별시,관악구,월화고기,서울특별시 관악구 보라매로3길 16 
302,서울특별시,관악구,원할머니보쌈족발&박가부대찌개화쭈구미,서울특별시 관악구 남부순환로 1855
303,서울특별시,관악구,원주골돌솥추어탕,서울특별시 관악구 봉천로 190 
304,서울특별시,관악구,웃찾소,서울특별시 관악구 신림로 85
305,서울특별시,관악구,우리참순대,서울특별시 관악구 관악로 148
306,서울특별시,관악구,온정돈까스,서울특별시 관악구 조원로 60 
307,서울특별시,관악구,온돌,서울특별시 관악구 봉천로 534 
308,서울특별시,관악구,오삼,서울특별시 관악구 신림동5길 31 
309,서울특별시,관악구,옛날육개장,서울특별시 관악구 관악로 154-6 
310,서울특별시,관악구,옛날불고기,서울특별시 관악구 신림로18가길 24 
311,서울특별시,관악구,옛날농장,서울특별시 관악구 봉천로 262
312,서울특별시,관악구,예전,서울특별시 관악구 봉천로 209 
313,서울특별시,관악구,예소반,서울특별시 관악구 문성로 225 
314,서울특별시,관악구,엔칙스치킨신림점,서울특별시 관악구 신림동5가길 23
315,서울특별시,관악구,언덕,서울특별시 관악구 남부순환로186길 12
316,서울특별시,관악구,어회가&무한장어,서울특별시 관악구 신림동5길 48
317,서울특별시,관악구,어오내닭볶이탕서울대입구맛집,서울특별시 관악구 관악로 154-5 
318,서울특별시,관악구,양평해장국,서울특별시 관악구 봉천로 229
319,서울특별시,관악구,양평서울해장국큰아들집서울대입구역점,서울특별시 관악구 남부순환로 1797 
320,서울특별시,관악구,양평서울해장국,서울특별시 관악구 남부순환로 1465
321,서울특별시,관악구,아무거나치킨,서울특별시 관악구 봉천로 469-17 
322,서울특별시,관악구,아리차이,서울특별시 관악구 신림동길 4
323,서울특별시,관악구,쌈마을,서울특별시 관악구 남부순환로226길 31
324,서울특별시,관악구,심가면옥,서울특별시 관악구 신림로 121 
325,서울특별시,관악구,신안산낙지철판,서울특별시 관악구 봉천로 213-20 
326,서울특별시,관악구,신안바다장어,서울특별시 관악구 봉천로 385 
327,서울특별시,관악구,신안갯뻘낙지명태어장,서울특별시 관악구 난곡로 330
328,서울특별시,관악구,신선설농탕,서울특별시 관악구 관악로 163
329,서울특별시,관악구,신림춘천집본점,서울특별시 관악구 남부순환로 1600-8 
330,서울특별시,관악구,시골집,서울특별시 관악구 낙성대로 22-7 
331,서울특별시,관악구,시골명가,서울특별시 관악구 남현1길 40 
332,서울특별시,관악구,스시건,서울특별시 관악구 호암로24길 35 
333,서울특별시,관악구,순두부와청국장그리고찜,서울특별시 관악구 신원로 35 
334,서울특별시,관악구,수제눈꽃돼지갈비,서울특별시 관악구 봉천로 219-8 
335,서울특별시,관악구,송탄부대찌개,서울특별시 관악구 봉천로 382-1 
336,서울특별시,관악구,소문난대구왕뽈찜,서울특별시 관악구 봉천로62길 5 
337,서울특별시,관악구,소담소담,서울특별시 관악구 난곡로66길 11 
338,서울특별시,관악구,세븐스테이크,서울특별시 관악구 봉천로 209
339,서울특별시,관악구,서서갈비,서울특별시 관악구 보라매로 16
340,서울특별시,관악구,상도늘보리봉천역점,서울특별시 관악구 봉천로 379 
341,서울특별시,관악구,삼수갑산,서울특별시 관악구 남현1길 38-9 
342,서울특별시,관악구,삼성웰스토리㈜서울대연구공원,서울특별시 관악구 관악로 1
343,서울특별시,관악구,삼백돈돈가츠,서울특별시 관악구 남부순환로230길 48 
344,서울특별시,관악구,삼미옥,서울특별시 관악구 남부순환로 1829-6 
345,서울특별시,관악구,삼다돈가(봉천점),서울특별시 관악구 관악로 246 
346,서울특별시,관악구,산야로,서울특별시 관악구 관악로 111
347,서울특별시,관악구,뽕잎사랑뽕잎냉면버섯샤브칼국수,서울특별시 관악구 남부순환로 1915
348,서울특별시,관악구,브리에하우스,서울특별시 관악구 신림로 340 
349,서울특별시,관악구,불삼시대,서울특별시 관악구 신림로65길 24 
350,서울특별시,관악구,부추삼겹살딱이야,서울특별시 관악구 신림동5길 49 
351,서울특별시,관악구,본도시락신림점,서울특별시 관악구 신림동길 31-1
352,서울특별시,관악구,병천가마솥순대국,서울특별시 관악구 호암로22길 77 
353,서울특별시,관악구,백상갈비,서울특별시 관악구 낙성대로 18
354,서울특별시,관악구,백년초갈비탕,서울특별시 관악구 신림로7길 10 
355,서울특별시,관악구,백년식당,서울특별시 관악구 신원로 5-1 
356,서울특별시,관악구,배영만당진아구,서울특별시 관악구 봉천로 560 
