r_si,r_gu,r_name,r_address
서울특별시,광진구,신선,서울특별시 광진구 자양로11길 8  
서울특별시,광진구,꿀삼겹구의점,서울특별시 광진구 아차산로51길 52  
서울특별시,광진구,영화속의김밥이야기,서울특별시 광진구 자양로 173  
서울특별시,광진구,대세노가리,서울특별시 광진구 자양로43길 151  
서울특별시,광진구,가마솥영양탕,서울특별시 광진구 긴고랑로22길 32  
서울특별시,광진구,택이네조개전골군자역점,서울특별시 광진구 천호대로 591  
서울특별시,광진구,"본가대구탕,뽈찜,탕",서울특별시 광진구 영화사로 27
서울특별시,광진구,소풍,서울특별시 광진구 자양로45길 13
서울특별시,광진구,따뜻한밥상,서울특별시 광진구 능동로 440
서울특별시,광진구,설악칡냉면,서울특별시 광진구 자양로 249
서울특별시,광진구,차돌풍아차산역점,서울특별시 광진구 천호대로 677  
서울특별시,광진구,토종집,서울특별시 광진구 용마산로 55  
서울특별시,광진구,할머니추어탕자양점,서울특별시 광진구 자양번영로 33  
서울특별시,광진구,한촌설렁탕군자점,서울특별시 광진구 능동로 255 
서울특별시,광진구,천미향,서울특별시 광진구 능동로 237  
서울특별시,광진구,우리동네손두부(화양동),서울특별시 광진구 광나루로12길 19  
서울특별시,광진구,바나바나,서울특별시 광진구 동일로20길 72 
서울특별시,광진구,마당족발,서울특별시 광진구 능동로 173  
서울특별시,광진구,라그릴리아키친구의점,서울특별시 광진구 자양로 86  
서울특별시,광진구,능동국시,서울특별시 광진구 능동로35길 23 
서울특별시,광진구,내가찜한닭건대점,서울특별시 광진구 아차산로33길 63  
서울특별시,광진구,귀품찬,서울특별시 광진구 아차산로 192  
서울특별시,광진구,곽만근갈비탕건대역점,서울특별시 광진구 능동로 110  
서울특별시,광진구,강남면옥광장점,서울특별시 광진구 구의강변로 106  
서울특별시,광진구,사원식당,서울특별시 광진구 아차산로 355
서울특별시,광진구,청두인상,서울특별시 광진구 동일로18길 65
서울특별시,광진구,고향반점,서울특별시 광진구 동일로18길 101
서울특별시,광진구,쓩모사부,서울특별시 광진구 동일로20길 99-1
서울특별시,광진구,천지샤브,서울특별시 광진구 아차산로29길 22
서울특별시,광진구,하이더푸쟈오쯔전문점,서울특별시 광진구 아차산로30길 23
서울특별시,광진구,고향반점,서울특별시 광진구 동일로18길 61
서울특별시,광진구,동북풍미양꼬치,서울특별시 광진구 동일로18길 90
서울특별시,광진구,복만루(3호점),서울특별시 광진구 동일로20길 106
서울특별시,광진구,복만루(2호점),서울특별시 광진구 아차산로30길 23
서울특별시,광진구,복만루(1호점),서울특별시 광진구 동일로18길 43
서울특별시,광진구,스시메이진,서울특별시 광진구 능동로 92  
서울특별시,광진구,누들스,서울특별시 광진구 능동로 92 
서울특별시,광진구,나폴레옹과자점,서울특별시 광진구 능동로 92 
서울특별시,광진구,홍대개미,서울특별시 광진구 능동로 92 
서울특별시,광진구,한가람,서울특별시 광진구 능동로 92  
서울특별시,광진구,파파벨리피자,서울특별시 광진구 능동로 92  
서울특별시,광진구,코코로벤또,서울특별시 광진구 능동로 92  
서울특별시,광진구,카페낢진.맘스터치,서울특별시 광진구 능동로 92 
서울특별시,광진구,차이홍짬뽕,서울특별시 광진구 능동로 92 
서울특별시,광진구,(주)해초섬,서울특별시 광진구 능동로 92 
서울특별시,광진구,익선동창화당,서울특별시 광진구 능동로 92  
서울특별시,광진구,육첩반상,서울특별시 광진구 능동로 92 
서울특별시,광진구,야미에그,서울특별시 광진구 능동로 92 
서울특별시,광진구,시마스시,서울특별시 광진구 능동로 92 
서울특별시,광진구,속초코다리냉면,서울특별시 광진구 능동로 92 
서울특별시,광진구,반반식당,서울특별시 광진구 능동로 92 
서울특별시,광진구,도제건대점,서울특별시 광진구 능동로 92 
서울특별시,광진구,미향,서울특별시 광진구 능동로 92 
서울특별시,광진구,공기,서울특별시 광진구 능동로 92  
서울특별시,광진구,백년회관서서갈비,서울특별시 광진구 면목로 178
서울특별시,광진구,일송정,서울특별시 광진구 아차산로49길 21
서울특별시,광진구,고향집,서울특별시 광진구 아차산로49길 30 
서울특별시,광진구,웃는돌참치,서울특별시 광진구 아차산로 361
서울특별시,광진구,명품김밥,서울특별시 광진구 자양로 109
서울특별시,광진구,닐리비스크로구의점,서울특별시 광진구 자양로 109
서울특별시,광진구,본죽구의점,서울특별시 광진구 자양로 113
서울특별시,광진구,송쉐프구의점,서울특별시 광진구 아차산로 355
서울특별시,광진구,육일관,서울특별시 광진구 아차산로 353-1
서울특별시,광진구,산쪼메,서울특별시 광진구 아차산로51길 10
서울특별시,광진구,하루뷔페,서울특별시 광진구 구의로 9
서울특별시,광진구,힘내요김밥,서울특별시 광진구 자양로18길 67
서울특별시,광진구,서울초밥,서울특별시 광진구 자양로18길 39
서울특별시,광진구,촨치마라탕,서울특별시 광진구 자양로18길 42
서울특별시,광진구,아울,서울특별시 광진구 자양로18길 36
서울특별시,광진구,혼다라멘,서울특별시 광진구 자양로18길 32
서울특별시,광진구,원할머니보쌈,서울특별시 광진구 아차산로51길 45
서울특별시,구로구,방가방가,서울특별시 구로구 개봉로 17-1
서울특별시,구로구,명품원조대한민족,서울특별시 구로구 디지털로32나길 17-8 
서울특별시,구로구,홍주식당,서울특별시 구로구 디지털로26길 110
서울특별시,구로구,가츠몽,서울특별시 구로구 디지털로33길 48
서울특별시,구로구,한솔냉면디큐브시티점,서울특별시 구로구 경인로 662
서울특별시,구로구,본가스시디큐브시티점,서울특별시 구로구 경인로 662
서울특별시,구로구,신승반점현대백화점디큐브시티점,서울특별시 구로구 경인로 662
서울특별시,구로구,신승반점구로지밸리몰점,서울특별시 구로구 디지털로 300 
서울특별시,구로구,참이맛감자탕구로본점,서울특별시 구로구 디지털로 300 
서울특별시,구로구,청기와명가감자탕,서울특별시 구로구 도림로 31-1
서울특별시,구로구,"신림춘천집
구로디지털직영점",서울특별시 구로구 디지털로32나길 17-23
서울특별시,구로구,타오,서울특별시 구로구 디지털로 288
서울특별시,구로구,육간청,서울특별시 구로구 디지털로27길 36
서울특별시,구로구,횡성생고기,서울특별시 구로구 구로동로22길 91
서울특별시,구로구,오비스트로,서울특별시 구로구 구로중앙로 15길 12
서울특별시,구로구,구영회참치,서울특별시 구로구 가마산로 229
서울특별시,구로구,다채개봉점,서울특별시 구로구 개봉로23길 38
서울특별시,구로구,한라참치,서울특별시 구로구 경인로20길 7 
서울특별시,구로구,약초마을,서울특별시 구로구 부일로 873
서울특별시,구로구,"라그릴리아
신도림점",서울특별시 구로구 경인로 662
서울특별시,구로구,송이네삼시세끼,서울특별시 구로구 구일로110
서울특별시,구로구,본죽(구일역점),서울특별시 구로구 구일로10길 27
서울특별시,구로구,궁전기와집,서울특별시 구로구 구로중앙로19길 24
서울특별시,구로구,소담푸드,서울특별시 구로구 구로중앙로18길 71
서울특별시,구로구,복먹고복받고,서울특별시 구로구 구로중앙로 135-1
서울특별시,구로구,맛태정식,서울특별시 구로구 고척로40길 33-6
서울특별시,구로구,놀부부대철판구이,서울특별시 구로구 경인로47길 23 
서울특별시,구로구,황제갈비,서울특별시 구로구 경인로40길 12
서울특별시,구로구,영산홍가,서울특별시 구로구 경인로25길 25
서울특별시,구로구,송림가,서울특별시 구로구 경인로 398
서울특별시,구로구,참좋은식당,서울특별시 구로구 경인로 228
서울특별시,구로구,궁원복집,서울특별시 구로구 가마산로19길 6-3
서울특별시,구로구,개성면옥,서울특별시 구로구 가마산로 204
서울특별시,구로구,실크로드,서울특별시 구로구 경인로 398
서울특별시,구로구,오대양,서울특별시 구로구 디지털로34길 55
서울특별시,구로구,사조참치,서울특별시 구로구 디지털로32길 97-33
서울특별시,구로구,혼마참치,서울특별시 구로구 구로중앙로19길 28
서울특별시,구로구,롤링파스타구로디지털역점,서울특별시 구로구 디지털로32길 79
서울특별시,구로구,코바코,서울특별시 구로구 가마산로 286
서울특별시,구로구,애슐리구로지밸리몰점,서울특별시 구로구 디지털로 300
서울특별시,도봉구,힘찬장어,서울특별시 도봉구 노해로69길 15-9
서울특별시,도봉구,황해도찹쌀순대,서울특별시 도봉구 마들로 659
서울특별시,도봉구,황금성,서울특별시 도봉구 삼양로 544
서울특별시,도봉구,홍춘천닭갈비,서울특별시 도봉구 도당로 32
서울특별시,도봉구,홍능갈비,서울특별시 도봉구 도봉로 157길 16
서울특별시,도봉구,햇살힐링식당,서울특별시 도봉구 도봉로147길 17
서울특별시,도봉구,한솥,서울특별시 도봉구 마들로 676-1
서울특별시,도봉구,피자애,서울특별시 도봉구 노해로63다길 25
서울특별시,도봉구,통나무집,서울특별시 도봉구 마들로11길 61
서울특별시,도봉구,통나무식당,서울특별시 도봉구 노해로60길 99
서울특별시,도봉구,토영자갈치곰장어,서울특별시 도봉구 노해로69길 15
서울특별시,도봉구,태림산채정식,서울특별시 도봉구 노해로60길 32
서울특별시,도봉구,큰맘할매순대국(창동),서울특별시 도봉구 노해로63가길 6
서울특별시,도봉구,콩사랑두부,서울특별시 도봉구 도봉산4길 10
서울특별시,도봉구,충무김밥(도봉역점),서울특별시 도봉구 도봉로152가길 182
서울특별시,도봉구,최진사댁무한숯불갈비 도봉점,서울특별시 도봉구 도봉로181길 29
서울특별시,도봉구,청어진 동태찜,서울특별시 도봉구 도봉로150길 28
서울특별시,도봉구,창원,서울특별시 도봉구 도봉로180길 6
서울특별시,도봉구,착한전복&제철쌈밥,서울특별시 도봉구 노해로65길 7-20
서울특별시,도봉구,죽이야기 쌍문역점,서울특별시 도봉구 도봉로 460
서울특별시,도봉구,죽이야기 방학점,서울특별시 도봉구 방학로 183
서울특별시,도봉구,주식회사 삼성숯불갈비,서울특별시 도봉구 도당로 36
서울특별시,도봉구,제일숯불갈비,서울특별시 도봉구 도당로 130
서울특별시,도봉구,정담음밥상,서울특별시 도봉구 방학로2길 19
서울특별시,도봉구,장어가,서울특별시 도봉구 도봉로 911
서울특별시,도봉구,장수옥설렁탕,서울특별시 도봉구 도봉로 805
서울특별시,도봉구,이차돌(쌍문점),서울특별시 도봉구 해등로 157
서울특별시,도봉구,은행골,서울특별시 도봉구 마들로 684
서울특별시,도봉구,원조의정부부대찌게,서울특별시 도봉구 해등로 156
서울특별시,도봉구,우리소육회마왕,서울특별시 도봉구 도당로 32
서울특별시,도봉구,요리비아구찜,서울특별시 도봉구 도당로2길 9
서울특별시,도봉구,오븐마루,서울특별시 도봉구 노해로60길 104
서울특별시,도봉구,오리마을,서울특별시 도봉구 노해로 163
서울특별시,도봉구,여수밤바다,서울특별시 도봉구 시루봉로 302
서울특별시,도봉구,양촌리,서울특별시 도봉구 방학로 102
서울특별시,도봉구,양주큰집전통순대국,서울특별시 도봉구 방학로6길 32
서울특별시,도봉구,쌈촌창동역점,서울특별시 도봉구 노해로65길 11
서울특별시,도봉구,시우네2.5닭갈비,서울특별시 도봉구 노해로41길 29
서울특별시,도봉구,순두부마을,서울특별시 도봉구 마들로 650
서울특별시,도봉구,송림각,서울특별시 도봉구 방학로 223
서울특별시,도봉구,소담보쌈,서울특별시 도봉구 노해로 249
서울특별시,도봉구,설담재 설렁탕,서울특별시 도봉구 도봉로 562
서울특별시,도봉구,삿뽀로 창동점 (주)엔타스,서울특별시 도봉구 도봉로 610
서울특별시,도봉구,삼오집,서울특별시 도봉구 도봉로165길 6
서울특별시,도봉구,산도토리임자탕,서울특별시 도봉구 덕릉로60길 13
서울특별시,도봉구,사이공본가쌍문점,서울특별시 도봉구 도봉로 575
서울특별시,도봉구,봉평메밀막국수,서울특별시 도봉구 도봉산4길 15
서울특별시,도봉구,본죽&비빔밥카페창동점,서울특별시 도봉구 노해로63가길 12
서울특별시,도봉구,본죽 쌍문한일병원점,서울특별시 도봉구 도봉로109길 58
서울특별시,도봉구,백제갈비촌,서울특별시 도봉구 노해로69길 15
서울특별시,도봉구,방학회센타,서울특별시 도봉구 도당로 129
서울특별시,도봉구,방학골생고기,서울특별시 도봉구 방학로5길 10
서울특별시,도봉구,반값소,서울특별시 도봉구 마들로 664-5
서울특별시,도봉구,박서방부대찌개,서울특별시 도봉구 시루봉로 290
서울특별시,도봉구,문성해물짬뽕,서울특별시 도봉구 우이천로 294
서울특별시,도봉구,무수옥,서울특별시 도봉구 도봉로165길 15
서울특별시,도봉구,메이유러피안다이닝,서울특별시 도봉구 도봉로169길 202
서울특별시,도봉구,락궁,서울특별시 도봉구 도봉로 468
서울특별시,도봉구,뚱보냉면,서울특별시 도봉구 도봉로110길 51
서울특별시,도봉구,뚱가 부대찌개,서울특별시 도봉구 도봉로 869
서울특별시,도봉구,돼지네삼겹살,서울특별시 도봉구 노해로63다길 17
서울특별시,도봉구,도봉산박대감,서울특별시 도봉구 도봉로 919
서울특별시,도봉구,더맛있는족발보쌈(방학점),서울특별시 도봉구 도당로 120
서울특별시,도봉구,남원추어탕,서울특별시 도봉구 도봉로125길 83
서울특별시,도봉구,낙지애가,서울특별시 도봉구 덕릉로 251
서울특별시,도봉구,김밥천국,서울특별시 도봉구 노해로 137
서울특별시,도봉구,김밥나라,서울특별시 도봉구 노해로 247
서울특별시,도봉구,그 고기집,서울특별시 도봉구 삼양로146길 6
서울특별시,도봉구,곤지암할매소머리국밥,서울특별시 도봉구 시루봉로 135
서울특별시,도봉구,경복궁창동점(주)엔타스,서울특별시 도봉구 도봉로 610 
서울특별시,도봉구,강북민물장어,서울특별시 도봉구 노해로69길 25
서울특별시,도봉구,강남동태찜,서울특별시 도봉구 도봉로 564
서울특별시,동작구,청산골생고기전문점,서울특별시 동작구 여의대방로24나길 5
서울특별시,동작구,왕돈까스,서울특별시 동작구 여의대방로 134-1
서울특별시,동작구,담쟁이,서울특별시 동작구 사당로 168
서울특별시,동작구,내가찜한닭(숭실대점),서울특별시 동작구 사당로 18-1
서울특별시,동작구,맛고을,서울특별시 동작구 사당로30길 74
서울특별시,동작구,미소식당,서울특별시 동작구 사당로30길 54
서울특별시,동작구,최연태참치,서울특별시 동작구 동작대로23길 17
서울특별시,동작구,후통&쟁반집,서울특별시 동작구 동작대로27다길 15
서울특별시,동작구,황토가마솥설렁탕,서울특별시 동작구 동작대로29가길 8
서울특별시,동작구,남다른감자탕대방점,서울특별시 동작구 상도로 33
서울특별시,동작구,낙원쭈꾸미마을,서울특별시 동작구 상도로 111
서울특별시,동작구,취복루,서울특별시 동작구 노량진로 96
서울특별시,동작구,노량진점역전우동0410,서울특별시 동작구 노량진로16길 35
서울특별시,동작구,내가찜한닭,서울특별시 동작구 노량진로16길 14
서울특별시,동작구,소야,서울특별시 동작구 만양로14길 6
서울특별시,동작구,청양집노량진점,서울특별시 동작구 만양로18길 14
서울특별시,동작구,오유미당노량진점,서울특별시 동작구 만양로18길 14
서울특별시,동작구,내가찜한닭,서울특별시 동작구 흑석로 87
서울특별시,동작구,짬뽕타임이수점,서울특별시 동작구 사당로 300
서울특별시,동작구,진부령황태촌,서울특별시 동작구 동작대로27길 6
서울특별시,동작구,조가네갑오징어사당점,서울특별시 동작구 남부순환로271길 24
서울특별시,동작구,장수촌,서울특별시 동작구 사당로17가길 16
서울특별시,동작구,신짱스시,서울특별시 동작구 상도로30길 8
서울특별시,동작구,미정국수노량진점,서울특별시 동작구 만양로 105
서울특별시,동작구,권참치,서울특별시 동작구 사당로30길 142
서울특별시,동작구,남도향,서울특별시 동작구 여의대방로22길 20
서울특별시,동작구,코코이찌방야보라매점,서울특별시 동작구 여의대방로 112
서울특별시,동작구,일미리금계찜닭신대방삼거리역,서울특별시 동작구 보라매로 113
서울특별시,동작구,辛(신)돈까스,서울특별시 동작구 여의대방로24길 107
서울특별시,동작구,세종대왕숯불갈비,서울특별시 동작구 여의대방로 136
서울특별시,동작구,대방회집,서울특별시 동작구 여의대방로 134-1
서울특별시,동작구,대방싸리집,서울특별시 동작구 여의대방로26길 24
서울특별시,동작구,낙지랑갈비랑,서울특별시 동작구 양녕로25길 2-4
서울특별시,동작구,성대낙지,서울특별시 동작구 국사봉1길 4
서울특별시,동작구,마포숯불갈비,서울특별시 동작구 보라매로 112
서울특별시,동작구,정선메밀고을,서울특별시 동작구 양녕로26길 63
서울특별시,동작구,형가원보쌈,서울특별시 동작구 동작대로1길 33
서울특별시,동작구,한울갈비,서울특별시 동작구 동작대로1길 9
서울특별시,동작구,정원,서울특별시 동작구 남부순환로271길 17
서울특별시,동작구,토방소곱창,서울특별시 동작구 동작대로7길 11
서울특별시,동작구,초와밥,서울특별시 동작구 동작대로5길 8
서울특별시,동작구,융선짬뽕양꼬치,서울특별시 동작구 동작대로5길 16
서울특별시,동작구,요란한부엌,서울특별시 동작구 사당로30길 126
서울특별시,동작구,다올집,서울특별시 동작구 사당로30길 100
서울특별시,동작구,계림닭한마리,서울특별시 동작구 사당로30길 103
서울특별시,동작구,"강원도감자탕,쌈밥",서울특별시 동작구 사당로30길 108
서울특별시,동작구,동굴화로구이,서울특별시 동작구 동작대로 71
서울특별시,동작구,명품청기와감자탕남성역점,서울특별시 동작구 사당로8길 4
서울특별시,동작구,놀부보쌈과부대찌개,서울특별시 동작구 사당로 196
서울특별시,동작구,서가앤쿡이수점,서울특별시 동작구 동작대로27길 5
서울특별시,동작구,뽕잎사랑이수점,서울특별시 동작구 동작대로27가길 22
서울특별시,동작구,맛찬들왕소금구이,서울특별시 동작구 동작대로27길 16-4
서울특별시,동작구,팔이구이이수태평점,서울특별시 동작구 동작대로27다길 15
서울특별시,동작구,원할머니보쌈이수역점,서울특별시 동작구 동작대로27나길 22 
서울특별시,동작구,새마을식당,서울특별시 동작구 동작대로27다길 10
서울특별시,동작구,만복국수집,서울특별시 동작구 사당로 307-10
서울특별시,동작구,고추찜닭,서울특별시 동작구 동작대로27가길 14
서울특별시,동작구,쟁반집8292이수점,서울특별시 동작구 동작대로27다길 15
서울특별시,동작구,일미가참치,서울특별시 동작구 동작대로25길 16 
서울특별시,동작구,이수찹쌀순대,서울특별시 동작구 동작대로 123
서울특별시,동작구,리얼양꼬치,서울특별시 동작구 동작대로27길 22
서울특별시,동작구,단아한정식,서울특별시 동작구 동작대로27가길 44
서울특별시,동작구,그릴진,서울특별시 동작구 동작대로27다길 31
서울특별시,동작구,구구향훠궈,서울특별시 동작구 동작대로27다길 26
서울특별시,동작구,늘조은한우마을,서울특별시 동작구 사당로29가길 47 
서울특별시,동작구,마실,서울특별시 동작구 사당로 215
서울특별시,동작구,마실,서울특별시 동작구 사당로 215
서울특별시,동작구,쌈반,서울특별시 동작구 사당로 215
서울특별시,동작구,봉평메밀국수,서울특별시 동작구 사당로 215
서울특별시,동작구,백제갈비,서울특별시 동작구 사당로 231
서울특별시,동작구,내고향나주곰탕,서울특별시 동작구 사당로 183
서울특별시,동작구,유정우함흥냉면,서울특별시 동작구 동작대로29다길 7-1
서울특별시,동작구,황토방식당,서울특별시 동작구 서달로12나길 11
서울특별시,동작구,상도늘보리,서울특별시 동작구 서달로 134-1
서울특별시,동작구,순자,서울특별시 동작구 서달로14나길 16
서울특별시,동작구,물바우,서울특별시 동작구 서달로14길 16
서울특별시,동작구,두레박,서울특별시 동작구 서달로14길 22
서울특별시,동작구,고봉삼계탕중앙대점,서울특별시 동작구 서달로 166 
서울특별시,동작구,평안도찹쌀순대전문점,서울특별시 동작구 흑석로 102
서울특별시,동작구,고기스토리,서울특별시 동작구 흑석로8길 4
서울특별시,동작구,황토정,서울특별시 동작구 서달로13길 5-23
서울특별시,동작구,함지박,서울특별시 동작구 상도로37길 68-1
서울특별시,동작구,밀피유플러스356,서울특별시 동작구 상도로47길 13
서울특별시,동작구,망향비빔국수동작점,서울특별시 동작구 상도로 319
서울특별시,동작구,도담죽,서울특별시 동작구 상도로47길 17
서울특별시,동작구,고모밥죠,서울특별시 동작구 상도로45길 11
서울특별시,동작구,태능솔밭갈비,서울특별시 동작구 상도로37길 7
서울특별시,동작구,농장사람들,서울특별시 동작구 상도로 230
서울특별시,동작구,산골안국밥,서울특별시 동작구 장승배기로10길 21
서울특별시,동작구,석춘해물칼국수,서울특별시 동작구 장승배기로10길 21
서울특별시,동작구,명륜진사갈비상도점,서울특별시 동작구 상도로 128
서울특별시,동작구,농실가,서울특별시 동작구 상도로 142
서울특별시,동작구,구름산추어탕,서울특별시 동작구 성대로1길 22
서울특별시,동작구,탕마루김치찌개(장승배기역점),서울특별시 동작구 상도로26길 12
서울특별시,동작구,지호한방삼계탕동작점,서울특별시 동작구 상도로26길 18
서울특별시,동작구,원조남원추어탕,서울특별시 동작구 상도로26길 12
서울특별시,동작구,명성,서울특별시 동작구 상도로24길 35
서울특별시,동작구,흥부골숯불돼지갈비,서울특별시 동작구 상도로15길 3
서울특별시,동작구,남서울식당,서울특별시 동작구 상도로15길 39
서울특별시,동작구,삼락,서울특별시 동작구 여의대방로36길 10-11
서울특별시,동작구,호순네집,서울특별시 동작구 등용로 107
서울특별시,동작구,다채,서울특별시 동작구 알마타길 6
서울특별시,동작구,희래등,서울특별시 동작구 등용로 123
서울특별시,동작구,약초마을,서울특별시 동작구 노량진로 26
서울특별시,동작구,씨제이푸드빌㈜빕스대방점,서울특별시 동작구 노량진로 2
서울특별시,동작구,세종대왕숯불갈비,서울특별시 동작구 등용로 2
서울특별시,동작구,원조마포갈비,서울특별시 동작구 노량진로8길 35
서울특별시,동작구,다독이네숯불구이,서울특별시 동작구 노량진로 106-5
서울특별시,동작구,우리동네맛볶이,서울특별시 동작구 노량진로8길 31
서울특별시,동작구,이쉐프,서울특별시 동작구 만양로 95
서울특별시,동작구,영흥생고기식당,서울특별시 동작구 만양로 85-1
서울특별시,동작구,봉추찜닭노량진,서울특별시 동작구 노량진로16길 22
서울특별시,동작구,정동진,서울특별시 동작구 만양로 85
서울특별시,동작구,한국밥,서울특별시 동작구 만양로 105
서울특별시,동작구,골든볼9(본점),서울특별시 동작구 노량진로14가길 11 
서울특별시,동작구,담소소사골순대노량진점,서울특별시 동작구 노량진로16길27
서울특별시,동작구,낙지한마리수제비상도,서울특별시 동작구 상도로31길 19
서울특별시,동작구,명갈비,서울특별시 동작구 상도로31길 83
서울특별시,동작구,조선화로집상도역점,서울특별시 동작구 상도로 263-6
서울특별시,동작구,인근주민,서울특별시 동작구 양녕로 265
서울특별시,동작구,고향갈비,서울특별시 동작구 노량진로18길 13
서울특별시,동작구,통통이식당,서울특별시 동작구 만양로8길 64
서울특별시,동작구,쿡스테이크하우스,서울특별시 동작구 만양로14다길 4 
서울특별시,동작구,유명닭곰탕,서울특별시 동작구 만양로8길 60
서울특별시,동작구,서울밥집노량진점,서울특별시 동작구 만양로14길 44
서울특별시,동작구,백채노량진점,서울특별시 동작구 만양로14길 24
서울특별시,동작구,와가마마,서울특별시 동작구 만양로14길 12
서울특별시,동작구,마마부찌,서울특별시 동작구 만양로14길 40
서울특별시,동작구,주현닭한마리,서울특별시 동작구 만양로16길 6
서울특별시,동작구,선샤브향,서울특별시 동작구 만양로14길 37 
서울특별시,동작구,삼삼가마솥돈까스,서울특별시 동작구 만양로 90-1
서울특별시,동작구,백철판0410노량진역점,서울특별시 동작구 만양로 108
서울특별시,동작구,닭집,서울특별시 동작구 만양로 102-2 
서울특별시,동작구,노량진생고기,서울특별시 동작구 만양로 108
서울특별시,동작구,선샤브향,서울특별시 동작구 만양로14길 37
서울특별시,동작구,열정식당,서울특별시 동작구 흑석로9길 6
서울특별시,동작구,삼백돈돈가츠,서울특별시 동작구 흑석로9길 11
서울특별시,동작구,사과나무,서울특별시 동작구 흑석로9길 7
서울특별시,동작구,모모치,서울특별시 동작구 흑석로9길 13
서울특별시,동작구,청해진,서울특별시 동작구 노들로 674
서울특별시,마포구,원조조박집,서울특별시 마포구 토정로 131-1
서울특별시,마포구,마포갈비집,서울특별시 토정로 315
서울특별시,마포구,히말라야어죽,서울특별시 마포구 도화길 20-6
서울특별시,마포구,희우정,서울특별시 마포구 성산로128
서울특별시,마포구,효성식당,서울특별시 마포구 마포대로7길 15
서울특별시,마포구,황톳길,서울특별시 마포구 마포대로 11길 15-7
서울특별시,마포구,화수목,서울특별시 마포구 창전로 70 
서울특별시,마포구,홍반장찹쌀순대&감자탕전문점,서울특별시 마포구 동교로233
서울특별시,마포구,홍대율촌,서울특별시 마포구 와우산로 100
서울특별시,마포구,향촌,서울특별시 마포구 마포대로 8길 25
서울특별시,마포구,해피하우스소정,서울특별시 마포구 성산로 128
서울특별시,마포구,해물왕칼국수,서울특별시 마포구 월드컵북로 324-10
서울특별시,마포구,합정차숙이불고기,서울특별시 마포구 월드컵로1길 52
서울특별시,마포구,합정바람길,서울특별시 마포구 양화로3길 6
서울특별시,마포구,합정고깃집,서울특별시 마포구 양화로1길 21
서울특별시,마포구,한촌설렁탕망원역점,서울특별시 마포구 월드컵로 85
서울특별시,마포구,한촌설렁탕(상암DMC점),서울특별시 마포구 월드컵북로44길 76-11
서울특별시,마포구,하누소,서울특별시 마포구 서강로 65
서울특별시,마포구,하누소,서울특별시 마포구 서강로 65
서울특별시,마포구,하노이의아침&PUB,서울특별시 마포구 성암로 267 
서울특별시,마포구,풀스트릿,서울특별시 마포구 동교로51안길 16
서울특별시,마포구,태종대갈비,서울특별시 마포구 백범로 127-20
서울특별시,마포구,캐슬프라하,서울특별시 마포구 독막로7길 59
서울특별시,마포구,칭닌,서울특별시 마포구 마포대로24길 4
서울특별시,마포구,칠성상회,서울특별시 마포구 도화길 43 
서울특별시,마포구,춘향골남원추어탕,서울특별시 마포구 월드컵로 36길 18
서울특별시,마포구,춘자대구탕,서울특별시 마포구 월드컵북로 1길 50
서울특별시,마포구,청춘구락부,서울특별시 마포구 토정로308
서울특별시,마포구,청기와식당,서울특별시 마포구 월드컵로 105
서울특별시,마포구,천장어,서울특별시 마포구 백범로 122
서울특별시,마포구,천년각,서울특별시 마포구 월드컵로 164
서울특별시,마포구,채움한정식,서울특별시 마포구 백범로 205
서울특별시,마포구,참치가,서울특별시 마포구 양화로 100-10 
서울특별시,마포구,참복집,서울특별시 마포구 만리재로1길 14
서울특별시,마포구,참복집,서울특별시 마포구 매봉산로2안길 18-6
서울특별시,마포구,진평925,서울특별시 마포구 망원로 87
서울특별시,마포구,진어참치,서울특별시 마포구 연남로 3길34
서울특별시,마포구,진가정뉴우탕(뉴牛탕),서울특별시 마포구 월드컵로36길 40
서울특별시,마포구,진가,서울특별시 마포구 동교로34길 12
서울특별시,마포구,지호한방삼계탕,서울특별시 마포구 독막로 229
서울특별시,마포구,지호한방삼계탕,서울특별시 마포구 월드컵로 31
서울특별시,마포구,지중해참치,서울특별시 마포구 새창로 13 
서울특별시,마포구,㈜해담가합정점,서울특별시 마포구 양화로 45
서울특별시,마포구,㈜거구상사(거구장),서울특별시 마포구 백범로 23
서울특별시,마포구,조선시대,서울특별시 마포구 홍익로3길 44
서울특별시,마포구,조박집투,서울특별시 마포구 토정로 37가길 19
서울특별시,마포구,조개꽃천지마포공덕점,서울특별시 마포구 마포대로10길 12 
서울특별시,마포구,제주돈도야지,서울특별시 마포구 숭문길 18
서울특별시,마포구,정성한줄,서울특별시 마포구 마포대로 195
서울특별시,마포구,장수갈매기,서울특별시 마포구 도화길 46
서울특별시,마포구,장남식당,서울특별시 마포구 토정로33길 5
서울특별시,마포구,장가방,서울특별시 마포구 마포대로7길 11
서울특별시,마포구,장가네한우촌,서울특별시 마포구 양화로16길 10
서울특별시,마포구,임가네해물천국,서울특별시 마포구 망원로 49-1
서울특별시,마포구,일품양재정육식당,서울특별시 마포구 서강로 59
서울특별시,마포구,일오삼나주곰탕마포점,서울특별시 마포구 도화길 12
서울특별시,마포구,이조명가,서울특별시 마포구 마포대로 4나길 56
서울특별시,마포구,을밀대,서울특별시 마포구 숭문길 24
서울특별시,마포구,월매네남원추어탕,서울특별시 마포구 마포대로 14길 19-1
서울특별시,마포구,월드아구찜,서울특별시 마포구 월드컵로34길 13
